timestamp_ns,time_s,center_row_px,center_col_px,tracked
1788946148404865165,26.908139700000003,529.5,421.5,1
1788946148436862790,26.940137325000002,526.5,422.0,1
1788946148468711150,26.971985685,527.5,422.0,1
1788946148504734823,27.008009358000002,527.5,422.0,1
1788946148536968884,27.040243419000003,535.0,424.0,1
1788946148568645079,27.071919614000002,535.0,424.0,1
1788946148604865514,27.108140049000003,543.0,425.5,1
1788946148636925328,27.140199863000003,543.5,425.5,1
1788946148668513157,27.171787692000002,547.5,425.5,1
1788946148704645839,27.207920374,547.5,426.0,1
1788946148737014791,27.240289326000003,549.0,426.0,1
1788946148768707200,27.271981735,550.0,425.5,1
1788946148804591438,27.307865973000002,550.0,425.5,1
1788946148836708321,27.339982856000002,545.5,423.5,1
1788946148868690221,27.371964756,545.5,423.5,1
1788946148904554386,27.407828921,536.0,422.0,1
1788946148936719489,27.439994024,536.5,422.0,1
1788946148968729474,27.472004009000003,533.0,421.5,1
1788946149004747651,27.508022186,533.0,421.5,1
1788946149036831955,27.540106490000003,531.5,420.5,1
1788946149068658762,27.571933297,530.0,420.5,1
1788946149104624548,27.607899083000003,530.0,420.5,1
1788946149136955830,27.640230365,527.5,421.0,1
1788946149169577095,27.67285163,528.0,421.5,1
1788946149204803361,27.708077896000002,537.0,423.5,1
1788946149236829727,27.740104262000003,536.5,423.5,1
1788946149268623508,27.771898043,542.5,425.0,1
1788946149304865091,27.808139626000003,542.5,425.0,1
1788946149336974236,27.840248771000002,548.0,425.5,1
1788946149368815603,27.872090138,548.0,425.5,1
1788946149404808188,27.908082723000003,548.0,425.5,1
1788946149436957526,27.940232061000003,548.5,425.0,1
1788946149468723686,27.971998221000003,548.5,425.0,1
1788946149504731690,28.008006225000003,544.0,424.5,1
1788946149536745672,28.040020207,543.5,424.5,1
1788946149568890851,28.072165386,533.5,421.5,1
1788946149604693453,28.107967988000002,533.5,421.5,1
1788946149636819105,28.140093640000003,531.0,421.5,1
1788946149668800055,28.17207459,531.5,422.0,1
