person,scan,event,start_frame,end_frame,start_time_s,end_time_s,end_exclusive_time_s,duration_s,start_timestamp_ns,end_timestamp_ns,side,max_dark_width_fraction,peak_frame,left_censored,right_censored,aligned_frame_fraction,force_samples,velocity_samples,force_p05,force_median,force_p95,my_p05,my_median,my_p95,mx_median,fy_median,my_deadzone_fraction,omega_y_median_deg_s,omega_y_abs_median_deg_s,omega_y_speed_near_limit_fraction,torque_velocity_opposition_fraction,torque_velocity_sign_valid_samples,image_manual_review
yameng_2,RH_Per_S_DtP,1,40,77,1.332056013,2.564198859,2.600080343,1.26802433,1788952296507928227,1788952297740071073,left,0.21875,49,False,False,1.0,253,244,3.976499498193302,4.3361788563321015,4.6966524911406005,0.007746639484702177,0.03761032738378933,0.07131661564317678,0.025627684580996613,3.101114725012384,0.28063241106719367,-3.7505824596639785,3.7505824596639785,0.0,1.0,178,unreviewed
yameng_2,RH_Per_S_DtP,2,146,182,4.864308125,6.064549544,6.096633129000001,1.2323250040000007,1788952300040180339,1788952301240421758,left,0.28125,166,False,True,1.0,246,237,4.015853221699086,4.310951866650623,4.5738006441760755,-0.03824365340497747,-0.0009968261308920272,0.024719588133638337,0.07369962066949498,2.7849548251869254,0.8170731707317073,0.604833614409127,1.032338003402275,0.0,0.9117647058823529,34,unreviewed
yameng_2,RH_Per_S_PtD,1,98,137,3.2682599850000003,4.568365444,4.600351923,1.3320919379999996,1788952390644680931,1788952391944786390,left,0.25,112,False,False,1.0,267,236,3.478518191746561,3.6533775702577374,3.844396023569723,-0.006215506678527973,0.016078997758883874,0.03667757691801172,0.06457957384624287,0.8808052324901063,0.7228464419475655,0.0,0.19880788509311517,0.0,0.2727272727272727,11,unreviewed
zhongkai,LH_Per_C_DtP,1,165,213,5.5000778200000005,7.099990515,7.132072862,1.6319950419999998,1788956138291175111,1788956139891087806,left,0.25,196,False,True,1.0,326,300,3.748112856335873,4.013369041544577,4.236450759017578,0.01526788310996353,0.034294831551588224,0.05345838522496345,0.14517661066284276,0.01127754663031577,0.21779141104294478,-1.9930594366068783,1.9930594366068783,0.0,1.0,233,unreviewed
zhongkai,LH_Per_C_PtD,1,165,214,5.484183368,7.1165253470000005,7.148611182500001,1.6644278145000007,1788956206655914075,1788956208288256054,left,0.15625,170,False,True,1.0,333,302,3.616340781504226,3.8010213357758005,4.1075743955073145,-0.014059908801986903,0.011753047778922686,0.03453939859893128,0.1390944077908443,1.426595372973035,0.8108108108108109,0.0,0.11388550254381168,0.0,nan,0,unreviewed
zhongkai,LH_Per_S_DtP,1,0,32,0.0,1.068037346,1.1000289600000002,1.1000289600000002,1788956155723336440,1788956156791373786,left,0.15625,0,True,False,0.8484848484848485,192,173,4.058079903931382,4.2429523797067095,4.454228543063956,-0.0021227534494743794,0.017010568056533733,0.03253068584539153,0.1507720317727625,-0.15546802266433088,0.78125,0.0,0.15379440268729544,0.0,1.0,1,unreviewed
zhongkai,LH_Per_S_DtP,2,112,179,3.7160574310000003,5.9480221150000006,5.984106822,2.268049391,1788956159439393871,1788956161671358555,left,0.25,126,False,False,1.0,454,416,3.825936398189145,4.0273880465389515,4.280091513177211,0.0038694802028967665,0.027288051714214646,0.054945178592013436,0.1482108020588626,-0.1550894944077833,0.42951541850220265,-0.32553681008820584,0.42168677441071933,0.0,1.0,184,unreviewed
zhongkai,RH_Per_C_PtD,1,0,120,0.0,4.000317642000001,4.036184371,4.036184371,1788955770823701588,1788955774824019230,left,0.1875,28,True,False,0.9586776859504132,777,748,3.211960710118425,3.743954781065904,4.259339186519291,-0.0011680973452850541,0.029872897319166064,0.07430167618216196,0.10613695096622437,0.8337845176239327,0.4195624195624196,-1.969139622950874,1.969139622950874,0.0,0.9916434540389972,359,unreviewed
zhongkai,RH_Per_L_PtD,1,0,158,0.0,5.264189136000001,5.300312407000001,5.300312407000001,1788955742143438747,1788955747407627883,left,0.21875,47,True,False,0.9748427672955975,1037,929,3.581359485743431,3.749853591083104,3.952886465841157,-0.006530569050650365,0.01406771473232576,0.034826527298578845,0.11610266047733589,0.6891887599864632,0.8013500482160077,0.0,0.12061613092252522,0.0,1.0,1,unreviewed
zhongkai,RH_Per_S_DtP,1,166,195,5.536073963000001,6.5001712650000005,6.532250118,0.9961761549999997,1788955727043640045,1788955728007737347,left,0.1875,184,False,True,1.0,199,183,3.9376584421037077,4.16640677517261,4.295328566942455,-0.00399145069220509,0.013359301831849722,0.032739454172583754,0.1424296022230665,2.2442605338998787,0.8040201005025126,0.0,0.1952735803154543,0.0,nan,0,unreviewed
zhongkai,RH_Per_S_PtD,1,95,158,3.167912192,5.248058619,5.283943685000001,2.1160314930000004,1788955797659977752,1788955799740124179,left,0.3125,118,False,False,1.0,423,385,3.4480778735353175,3.7342403254905743,4.220915759228056,-0.0014099143912797033,0.025935379124526946,0.056513782466303335,0.1068675140840116,0.9106550711471568,0.4799054373522459,-0.8021522277010911,0.8021522277010911,0.0,0.9862068965517241,145,unreviewed
zhongyao,LH_Per_C_DtP,1,128,189,4.268391369000001,6.300393001000001,6.332485996,2.0640946269999993,1788954788688454683,1788954790720456315,left,0.5,187,False,True,1.0,413,375,3.898013468985098,4.148263894867155,4.357717425768923,-0.03838544294228803,-0.01050174081152363,0.013113757235494957,0.14796732939866558,0.030111332641221965,0.7869249394673123,0.021198167814256607,0.19268443549911352,0.0,1.0,48,unreviewed
zhongyao,RH_Per_C_PtD,1,189,223,6.299912258,7.431772924000001,7.4638516710000005,1.1639394130000005,1788954523795364672,1788954524927225338,right,0.1875,209,False,True,1.0,233,224,3.576018573805242,3.722605993069142,3.8683509708109436,-0.04633010578161033,-0.025467808873053763,-0.004024535441596966,-0.06139067108137748,-0.23569444372122758,0.48497854077253216,0.16132463656135326,0.2619277784377388,0.0,1.0,34,unreviewed
zhongyao,RH_Per_S_PtD,1,222,233,7.399993176000001,7.767846225,7.799936115,0.3999429389999998,1788954550743049771,1788954551110902820,right,0.125,222,False,True,1.0,80,68,3.600212564523519,3.7625705074144866,3.940548820132986,-0.03527756232781999,-0.015783726141871006,0.0005210294440894318,-0.049785838437301375,-0.2484869184277519,0.7875,0.02230528674377608,0.16558585228057185,0.0,nan,0,unreviewed
